IncidentDate,City,State,Shape,Duration,Summary,PostedDate
7/20/2016 4:23,Fayetteville,NC,Flash,20 minutes,Unknown jerky flying red and blue flashing object seen high in the sky.,7/22/2016
7/19/2016 23:30,Chunchula,AL,Circle,Over my house,"White round in the air for 30s; no noise or nothing it was about 200 ft off the ground, flying over my house and cow pasture.",7/22/2016
7/19/2016 22:00,Lakewood,WA,Triangle,10 seconds,3 colored lights that changed direction,7/22/2016
7/19/2016 21:15,Vergennes,VT,Fireball,7-10 minutes,2 bright reddish-orange fireballs seen flying in a unique flight path not seen by usual aircraft.,7/22/2016
7/19/2016 20:16,McKinney,TX,Light,~3 minutes,High altitude light.,7/22/2016
7/19/2016 20:15,Daytona Beach,FL,Unknown,10 seconds,Very bright silver object vanished from sight.,7/22/2016
7/19/2016 17:00,Peru,IN,Other,Weeks,Some silver cigars and some black oval. . Some look like black triangle clouds. ((anonymous report)),7/22/2016
7/19/2016 16:39,Lincoln City,OR,Circle,,Unknown circular object caught on photo. Unknown what it is.,7/22/2016
7/19/2016 5:20,Yuma,AZ,Disk,30 minutes,Orange saucer vanished and left a black trail leading down to the surface of the Earth.,7/22/2016
7/19/2016 2:00,Owego,NY,Light,over a half hr watched...,"Object with multicolored lights, 2 times in the last 2 weeks staying in one spot in the sky for a long period of time",7/22/2016
7/19/2016 0:10,Phoenix,AZ,Cylinder,45 seconds,"Strange red lights in Phoenix Sky, just now.",7/22/2016
7/19/2016 0:05,Everett,WA,Light,6 minutes,"Orbs over the Snohomish Valley in July, again!",7/22/2016
7/18/2016 23:50,Texas City,TX,Other,30 minutes,Saw a gold Y shaped stationary light in the Western sky around midnight.,7/22/2016
7/18/2016 22:10,Mytle Beach,SC,Cylinder,30,My family saw a total of five orange lights that appeared. ((anonymous report)),7/22/2016
7/18/2016 21:56,Shallotte,NC,Changing,15 minutes,"Orange-ish lights in the sky, sitting still, then shifting off into smaller lights.",8/2/2016
7/18/2016 21:50,Holden Beach,NC,Light,10 minutes,"Four orange then two separate groups of 5 white lights in each group moving uniformly off the Holden Beach, NC, coast.",7/22/2016
7/18/2016 21:30,Surfside Beach,SC,Disk,30 sec,My wife and I plus two other people were walking on the beach when we seen a group of orange to green lights. They appeared to circle o,7/22/2016
7/18/2016 21:30,Yukon,OK,Unknown,~2 minutes,2 large orange lights in Yukon sky,7/22/2016
7/18/2016 21:15,Lower Haines City,FL,Unknown,steady route North,"The object I saw was as small as the stars out tonight, the size of a pin head, moving in a very straight line, which seemed too small",7/22/2016
7/18/2016 21:00,Gunnison,CO,Circle,4 seconds,"Large round light came from above in one smooth 3-4 second movement,",7/22/2016
7/18/2016 20:00,Collegeville,PA,Changing,3 minutes,"Hovering ufo started to move, and then transformed into a plane. ((NUFORC Note: Landing lights, we believe. PD))",7/22/2016
7/18/2016 20:00,Bangkok (Thailand),,Teardrop,Unknown,5 tear-drop/fang-shaped objects in delta formation over Bangkok during heavy thunderstorm.,7/22/2016
7/18/2016 19:00,Ash,NC,Cigar,3 minutes,"Smaller aircraft which had no noise with rotating white lights, accompanied but super large area of twinkling smaller lights.",7/22/2016
7/18/2016 5:45,Las Cruces,NM,Light,2 secomds,Bright green dot. Struck straight down for about a second and disappeared.,7/22/2016
7/18/2016 3:57,Toronto (Canada),ON,Circle,Seconds,"Light moving north-south to Lake Ontario and follow, for an instant, by a big Circle of Light",7/22/2016
7/18/2016 2:30,O'Fallon,MO,Teardrop,4-5 seconds,Nothing of this world I have seen or can rationalize. ((anonymous report)),7/22/2016
7/18/2016 1:20,Maryville,IL,Sphere,2 seconds,"Large orange sphere materialized over cornfield, sped off traveling S to N, disappeared in mid air",8/2/2016
7/18/2016 0:25,Fredricksburg,VA,Fireball,4-5 minutes,"Orange circular fireballs moving across the sky. Looked like orange candle flames, surrounded by a light halo, and made no sound.",7/22/2016
7/17/2016 22:39,Winston-Salem,NC,Triangle,1 minute,I looked outside window like I always do at night and then I saw it above the trees and the lights fluttered back and forth.,7/22/2016
7/17/2016 22:35,New York City (over the Hudson),NY,Egg,30 minutes,Huge Egg Shaped Glowing Hovering Behind Manhattan (Seen from Brooklyn: Bushwick Rooftop),7/22/2016
7/17/2016 22:00,St. George,UT,Light,1 hour +,"Strange fast moving craft seen over St. George, Utah.",7/22/2016
7/17/2016 22:00,Anaheim (NE of),CA,Fireball,30 seconds,UFO on fire.,8/2/2016
7/17/2016 21:30,Fairfield,ME,Circle,90 minutes,"White 'stars' that suddenly appear out of nowhere and begin zooming across the sky, sharp turns. ((NUFORC Note: Satellites?? PD))",7/22/2016
7/17/2016 21:30,Ansonia,CT,Unknown,3 minutes,((HOAX?? Photo looks bogus.)) Pink ufo made of 7 round pink circles or blobs. ((anonymous report)),7/22/2016
7/17/2016 21:00,Milan,NH,Circle,3 minutes,Saw one red circle on the right and then a second light appeared near the other red light. ((anonymous report)),7/22/2016
7/17/2016 21:00,Stockholm,NJ,Light,~2 hours,Star-like light.,7/22/2016
7/17/2016 21:00,New York City (Bronx),NY,Circle,2 hours,Object hovering over NYC,7/22/2016
7/17/2016 21:00,Firth,ID,Circle,21:01,((HOAX??)) Bright blue green ball of light. It was bright to where u could not miss it sat there for 10 seconds. ((anonymous report)),7/22/2016
7/17/2016 20:06,Trezevant,TN,Light,~90 seconds,"Orb of light appears in western sky near sunset when planes are in sky, then disappears after a few seconds.",7/22/2016
7/17/2016 18:30,Garden City,MI,Disk,5 seconds,Disk shaped object seen in the sky.,7/22/2016
7/17/2016 18:30,Huntingdon,PA,Cigar,15 seconds,Cigar shaped silver object in northeast moving quickly.,7/22/2016
7/17/2016 16:00,Quartzsite,AZ,Unknown,Unknown,"I did not witness anything while I was shooting my photos,I took them blindly of the bright sky. ((NUFORC Note: Lens flares. PD))",7/22/2016
7/17/2016 15:30,Fairfield,ME,Circle,4 minutes,Black dot the size of a star appeared and began to shine a green light intermittently as it flew over the Kennebec River to N.,7/22/2016
7/17/2016 10:00,Syracuse,NY,Oval,,"unknown object in photo. ((NUFORC Note: We believe that the blurry, gray object may be a bird or insect in flight. PD))",8/29/2016
7/17/2016 3:00,Boise,ID,Light,15 minutes,Odd Moving Glittery Light.,7/22/2016
7/17/2016 1:00,Severn,MD,Circle,1 minute,"Orange craft, higher than most airplanes flying to BWI, No trail, disappeared into a cloud, never re-emerged. No sound emanating from c",7/22/2016
7/16/2016 23:50,St. James,NY,Cone,1 minute,"Cone-shaped light with cluster of lights around it, orange lights. ((anonymous report))",7/22/2016
7/16/2016 23:34,New York City,NY,Light,~5 minutes,"White lights seen flying slowly over Manhattan or Brooklyn, NY",7/22/2016
7/16/2016 23:30,Sooke (Canada),BC,Circle,15 seconds,Bright green sphere with long trailing tracer making 90 deg turns moving at a very high rate of speed across the night sky,7/22/2016
7/16/2016 23:15,Concord,NH,Unknown,2 minutes,"Three red lights sighted, forming a triangle in the sky.",7/22/2016
7/16/2016 23:00,Murphysboro,IL,Light,30 seconds,"Bright ball of light seen above the horizon line, zoomed away quicker than possible.",8/16/2016
7/16/2016 22:30,Xenia,OH,Other,30 minutes,Orange lighted flying object observed.,7/22/2016
7/16/2016 22:30,New York City,NY,Sphere,>10 minutes,"Seen from my balcony, two bright red spheres (no blinking lights) followed an erratic flight path, or remained stationary.",7/22/2016
7/16/2016 22:20,Clinton Township,MI,Formation,2-3 minutes,4 amber/red lights in a square formation.,7/22/2016
7/16/2016 22:15,Virginia Beach,VA,Circle,3 minutes,Yellow blinking light moving at high speed.,7/22/2016
7/16/2016 21:30,Shorewood,IL,Light,5 minutes,"Very bright red light moving slowly E to W, then went straight up and disappeared. ((NUFORC Note: Witness is commercial pilot. PD))",8/4/2016
7/16/2016 21:00,Gray,TN,Fireball,1 minute,"Right at dusk my 2 roommates and I were driving to our home and we saw a red light, at first we thought it may have been a towers light",7/22/2016
7/16/2016 20:00,Satellite Beach,FL,Sphere,5 minutes,"Big bright white sphere over the sky that looks bigger than a full moon, without making a sound. ((NUFORC Note: Lens flares. PD))",8/29/2016
7/16/2016 20:00,Eugene,OR,Fireball,3 seconds,Fireball seen soaring across the sky. Aircraft seen chasing it.,7/22/2016
7/16/2016 19:50,Tryon Equestrian Center,NC,Disk,3 minutes,"My English is not too good, but I saw aroun 8 disc & they flew erratic thats why caught my atencion.",7/22/2016
7/16/2016 19:45,Vilnius (Lithuania),,Other,30 minutes,"Star-looking dots, dimming into distance of the clear sky.",7/22/2016
7/16/2016 19:30,Waupaca,WI,Teardrop,30 minutes,Saw multiple flying objects; first there were three and then one and then 3 again. Heading toward Iola. ((anonymous report)),8/19/2016
7/16/2016 13:00,Vancouver,WA,Oval,1 minutes,"Driving down to downtown Vancouver, WA, seen a blimp shaped object towards west hills of Portland. ((anonymous report))",7/22/2016
7/16/2016 12:45,Land O'Lakes,FL,Light,20 minutes,Red linear lights and golden organically moving light.,7/22/2016
7/16/2016 3:30,Rochester,NH,Teardrop,20 minutes,"I caught it on my camera, its shooting around all different directions, almost looks like a dragon fly but a UFO sized one, it's changi",7/22/2016
7/16/2016 3:00,Hailey,ID,Light,hours?,"Bright, white, blue and red flashing lights above Quigley Canyon in Hailey, Idaho. ((anonymous report))",7/22/2016
7/16/2016 2:00,St. Augustine,FL,Disk,30 minutes,"Two separate blue, red, and green flashing orbs over southwest St Johns County.",7/22/2016
7/16/2016 0:18,Mullingar (Ireland),,Triangle,24 seconds,SOHO C3 data anomaly with 2 triangular craft and connecting energy beam,8/2/2016
7/16/2016 0:00,Bowling Green,KY,Other,2 minutes,A low flying matchstick with a flame moving east! ((anonymous report)),7/22/2016
7/15/2016 23:50,Charlotte,NC,Triangle,45 seconds,3 orange/yellow lights in a triangle on E Independence.,7/22/2016
7/15/2016 23:30,Oakland,NJ,Circle,1 minute,"Orange orb, silently crossed sky over Oakland, NJ, wsw to ene.",7/22/2016
7/15/2016 23:00,Waves,NC,Sphere,3 minutes,Translucent sphere with flame in the middle.,7/22/2016
7/15/2016 22:30,Denton,TX,Sphere,1 minute,10 solid not blinking orange lights moving from SE to NW in the night sky. Totally silent. An a/c moved from S to N at same time.,7/22/2016
7/15/2016 22:30,Big Lake,AK,Changing,10 minutes,Bright orange orbs in sky over tree line.,7/22/2016
7/15/2016 22:15,Anderson,IN,Sphere,5 minutes,A very bright white dot.,7/22/2016
7/15/2016 21:05,Broomfield,CO,Light,15-20 minutes,Formation of moving lights moving East to West across nearly the entire night sky.,7/22/2016
7/15/2016 21:05,Broomfield,CO,Light,15-20 minutes,Addendum to previous report: These lights were first observed at a point nearly due S of my observation point in the backyard.,7/22/2016
7/15/2016 20:30,Boise,ID,Oval,2 hours,Unkown object hovers in sky above prison complex. ((anonymous report)),7/22/2016
7/15/2016 20:10,Edmonton,AB,Triangle,4-6 minutes,Triangle of pulsating lights (plus 2 below). Lights appeared towards the tail end of the storm clouds.,7/22/2016
7/15/2016 13:25,Tulare,CA,Cigar,1 minute,"Shiny, cigar-shaped, object hovering.",7/22/2016
7/15/2016 4:45,San diego,CA,Triangle,1 minute,Triangular UFO. ((anonymous report)),7/22/2016
7/15/2016 3:00,Hasty,CO,Rectangle,5 minutes,"Oval craft hovering 4ft off ground. 8ft to the right was a ""grey."" ((anonymous report))",7/22/2016
7/15/2016 2:38,Tehran (Iran),,Light,5 minutes,Two yellow light subjects with stable speed but changing their place with each other crossed the sky in a straight way @ a/c alt..,7/15/2016
7/15/2016 0:30,Colfax,CA,Light,10 minutes,Small craft drops out of larger a craft over Rollins Lake.,7/22/2016
7/14/2016 23:30,Lapel,IN,Sphere,,"On Thursday July 14, 2016, at around 11:30 pm, I went outside for one last cigarette before bed. It was a beautiful clear night, so I w",7/22/2016
7/14/2016 23:15,Cedar Falls,IA,Unknown,4 minutes,White dimming object north of Cedar Falls Mall.,7/15/2016
7/14/2016 21:45,Lititz,PA,Unknown,15:00,Unknown lights in night sky.,9/9/2016
7/14/2016 21:30,Portland,OR,Teardrop,4 seconds,Fireball.,7/15/2016
7/14/2016 20:40,Gold Canyon,AZ,Other,15 seconds,Round craft with bright emerald lights flashed and disappeared the second time the lights flashed.,9/9/2016
7/14/2016 18:00,Burlington,NJ,Cigar,5 minutes,"Cigar shaped flying object in NE sky over Burlington Township, NJ.",7/15/2016
7/14/2016 16:02,Petersburg,VA,Circle,3 minutes,"I was watching a helicopter flying above me. As I followed it, I noticed a black round object hovering in its flight path.",7/15/2016
7/14/2016 10:00,Glennville,GA,Triangle,30 minutes,Craft with lights circled around and made several passes over town and surrounding areas. ((anonymous report)),7/22/2016
7/14/2016 10:00,Wickliffe,KY,Disk,8 minutes,I was night swimming with my daughters and we talked about ufos. I remember seeing a guy pray on youtube and ufos appeared and as iv ha,7/15/2016
7/14/2016 2:00,Apopka,FL,Light,10 minutes,Red and green flashing orb above tree line followed by bizarre humming noise and overwhelming fear.,7/15/2016
7/13/2016 23:34,Las Vegas,NV,Triangle,10-15 minutes,"On the night of Wednesday the 13th of July 2016, I was outside taking my dog out to use the restroom. When I noticed some electrical in",8/2/2016
7/13/2016 23:30,Milner,GA,,5 minute,"Large vertical row of lights rising from horizon, stopping, then right, back to left slowly, stopping, back left, out of my vision.",7/22/2016
7/13/2016 22:30,Jackson,NJ,Light,~5 seconds,"I was staring at a ""star"" to the north of Jackson, NJ, whilst stargazing. This ""star"" suddenly darted across the sky.",7/15/2016
7/13/2016 21:55,Pittsfield,MA,Light,Ongoing,I and my kids noticed 4 multi colored lights blinking and objects seem to not be moving.,7/15/2016
7/13/2016 21:50,Kennewick,WA,Fireball,10 minutes,"3 large silent, slow moving fiery orbs moving across the sky in an arc, one after the other in a timely manner.",7/15/2016
7/13/2016 1:30,Camano Island,WA,Oval,several hours,"Stationary spacecraft, emitting glowing colored signals that slowly moves horizontally to the east.",7/15/2016
7/13/2016 1:30,Mosinee,WI,Other,five minutes,Organic looking craft hovered silently in place for several minutes then took off towards the horizon at a high rate of speed.,8/2/2016
7/13/2016 1:00,Blackwood,NJ,Changing,10 minutes,Red light floating in sky at night in park.,7/15/2016
7/12/2016 22:45,Springfield,OR,Formation,15 minutes,"A formation of 5 soundless star bright red objects moving across the sky, from NE to SE.",7/22/2016
7/12/2016 22:35,Monroeville,PA,Cross,5 minutes,"3 objects, many green and red bright lights, moving slow and 2 did not make noise.",7/15/2016
7/12/2016 22:17,Verona,PA,Light,48 minutes,It was around 10:15 Tuesday night July 12th. There were two adults plus children present at the time. It was a very clear note as you c,7/15/2016
7/12/2016 21:45,Kingman,AZ,Flash,1 second,My girlfriend and I we're sitting on my back patio stargazing in Clacks Canyon. All of a sudden a spotlight appeared high in sky.,7/15/2016
7/12/2016 20:54,Biloxi,MS,Disk,1 minute,We were sitting on the beach and we saw a red flashing light. I thought it was a plane and then my boyfriend pointed out that you could,7/15/2016
7/12/2016 0:00,McKee,KY,Light,10 minutes,"Bright light in the sky east, southeast of mckee, ky.",7/15/2016
7/11/2016 23:00,Henderson,NV,Teardrop,5 minutes,Red/white blinking object observed over Sloan Canyon area/West Henderson.,7/15/2016
7/11/2016 22:30,Saginaw,MI,Light,30 seconds,Shooting star type object moved quick across the sky gave off bright light before disappearing.,7/15/2016
7/11/2016 22:25,Cedar Rapids,IA,Light,1 minute,"Amber, oval shaped light in the sky that disappears after a minute or two",7/15/2016
7/11/2016 22:00,Milwaukee,WI,Light,1 minute,Large Red Orb moving from S to N over Washington Heights Neighborhood.,7/15/2016
7/11/2016 21:11,Lafayette,LA,Sphere,1 minute,Me and three other people saw what looked to be circular balls of light flying in sequence one after another. They were a fire-like ora,7/15/2016
7/11/2016 21:05,Murrieta,CA,,5-10 seconds,"Bright silver blue glow on horizon south of Temecula, CA. ((anonymous report))",7/15/2016
7/11/2016 20:30,Coloma,MI,Circle,30 seconds,Looked up by us 131 above coast line by coloma 7 exit; see at least 9 bright red yellow glowing spheres in triangle.((anonymous report),7/15/2016
7/11/2016 20:00,Greenville,SC,Circle,5 minutes,I saw 2 round flying objects that looked like stars with shiny halo like outer rings. They were flying in no certain pattern high in th,7/15/2016
7/11/2016 19:00,Tucson,AZ,Other,~2 seconds,Took pic 3 lights in picture u can see ufo have pic's.,8/2/2016
7/11/2016 16:18,Spokane,WA,Triangle,~15 minutes,"Black Triangle Craft spotted in Spokane, Washington. ((NUFORC Note: Serious report, or maybe not?? PD))",7/15/2016
7/11/2016 6:45,Oakland,CA,,Unsure,Woke up in a field that is impossible to get to.,8/25/2016
7/11/2016 1:32,Blue Star Memorial Highway,NJ,Flash,Not sure,"Brief flashes of light, followed but a Grey/Blue haze of light surrounding a circular object on empty highway.",7/15/2016
7/11/2016 0:15,Lafayette,IN,Other,30 minutes (so far),Sometimes 4-5 flashing in 2 different color lights. Hovering or darting in quick movements at most times. It moved from side to side am,7/15/2016
7/10/2016 23:30,West Gardiner,ME,Circle,15-20 seconds,A blue circular object with external lights up to 6 I believe approximately 300 feet in size just a little greater than treetop level.,7/15/2016
7/10/2016 23:25,Brightwood,OR,Fireball,5 minutes,"Shimmering orange fireball seen near Brightwood, Oregon.",7/15/2016
7/10/2016 23:00,Boise,ID,Unknown,2 minutes,Green flashing light hovering then suddenly bolting off at a high rate of speed.,7/15/2016
7/10/2016 23:00,Bangor,ME,Diamond,seconds,Green streak whizzed over my head and disappeared above my house with no sound.,7/15/2016
7/10/2016 22:45,Rochester,NH,Fireball,5 seconds,Green fireball shooting downward.,7/15/2016
7/10/2016 22:45,Owings Mills,MD,Circle,10 minutes,The UFO was circular and illuminated in blue and red. It moved from side to side and would hover and then it would stop moving and desc,7/15/2016
7/10/2016 22:34,Greenwich,CT,Circle,8,4 orange orbs over Long Island.,7/15/2016
7/10/2016 22:30,Estes Park,CO,Light,20 minutes,"Estes Park, CO, green/red lights hovering in close formation.",7/15/2016
7/10/2016 22:07,Fairborn,OH,Other,>2,4 bright orange lights in the sky.,7/15/2016
7/10/2016 22:00,Rochester,NH,Light,1 minute,Bright lit object over head; watched it fade and disappear.,8/16/2016
7/10/2016 21:50,Frederick,MD,Triangle,2 minutes,"Very bright, organized pattern in sky, reddish orange in color",7/15/2016
7/10/2016 21:30,Lake Zurich,IL,Fireball,5 minutes (each event),"In a 1-minute period, there were 3 fireballs heading north spced evenly apart.",7/15/2016
7/10/2016 21:11,Montreal West (Canada),QC,Unknown,1 second,Two stripes speed across moon in telescope in barely a second; no trees in view. Quickly disappear. ((NUFORC Note: Contrails??? PD)),7/15/2016
7/10/2016 21:00,Richmond,ME,,Seconds,"Lights in pattern, under the clouds.",7/15/2016
7/10/2016 20:22,Chesterfield,MO,Light,10 seconds,Strange lights at base of thunderstorm.,7/15/2016
7/10/2016 20:01,Galion,OH,Circle,4 minutes,"Driving on 309, saw object flying fast then just stopped, turned around to find it again and nothing, it was big, nothing ive seen b4.",7/15/2016
7/10/2016 19:00,Ensenada (Baja; Mexico),,Sphere,6 minutes,Flashing light then sphere comes close floats in the air at pretty close range then disappears like a dimming light 6 people there.,7/15/2016
7/10/2016 18:00,Los Banos,CA,Unknown,1 minute,Possible reptilian being sighting.,7/15/2016
7/10/2016 16:30,Van Nuys,CA,Light,7-10 minutes,Four lights in a line in the evening sky,7/15/2016
7/10/2016 14:01,Bay Head,NJ,Other,>30 minutes,Silver flicking light hovering over ocean.,7/22/2016
7/10/2016 13:00,Colorado Springs,CO,Other,1 minutes,It was a horseshoe shape and brown flyinging above the mountains disappearing and then coming back,7/15/2016
7/10/2016 11:00,Edmonton (Canada),AB,Egg,1 minute,"Watched 5 luminous balls, in triangle formation.",7/22/2016
7/10/2016 9:30,Sri Lanka,,Disk,2 minutes,Video--Craft lands in Sri Lanka.,7/22/2016
7/10/2016 2:21,Bowie,MD,Unknown,<3 seconds,Woke up to see a bright yellow light coming through my bedroom window. It remained still for a few moments.,7/15/2016
7/10/2016 1:56,Kihei,HI,Triangle,90 minutes,"I just came inside and its 3:32am now. @ ~1:56 am, I woke up to let my dogs out and I noticed a bright triangle shaped orange light.",7/15/2016
7/10/2016 1:30,Rocky Ford,CO,Rectangle,3-4 minutes,"I saw a rectangle object smooth corners with 4 round orange lights on its underside, no sound, smooth moving. ((anonymous report))",7/22/2016
7/9/2016 23:49,Clemmons,NC,Circle,1.05,My husband and I saw a bright neon orange orb fly to the sky for about a minute.,7/15/2016
7/9/2016 23:45,Wonder Lake,IL,Light,5 minutes,"Approx. 10 bright orange lights appeared from the E, moving slowly and silently, about tree top high, to the W. ((anonymous report))",7/15/2016
7/9/2016 23:25,Wilmington,OH,Cylinder,3 minutes,appeared to be a bouncing red light but the photos we took it was a silver cylinder shaped object.,7/15/2016
7/9/2016 22:52,Albuquerque,NM,Rectangle,12 seconds,I observed a light mist/cloud like object move West to South covering many thousands of miles away and high in approximately 12 seconds,7/15/2016
7/9/2016 22:30,Between Wabash and Marion onq5,IN,,Blink of an eye,An almost blinding pure white flash in the upper Eastern part of the sky. I was watching the sky through our moon roof. I seen 2 satell,7/15/2016
7/9/2016 22:15,Herron Island,WA,Light,30-35 minutes,Lights/orbs seen crossing the sky with no noise.,8/25/2016
7/9/2016 22:00,Fayetteville,NC,Triangle,5 seconds,"Large, slow, flying triangle aircraft with lights.",7/15/2016
7/9/2016 21:47,Hurt,VA,Triangle,5 minutes,Triangular lighted object moving quickly from sw to ne at 1/8 size of moon.,7/15/2016
7/9/2016 21:30,Richland,WA,Oval,30 minutes,5 bright lights in the sky over the Columbia River.,7/15/2016
7/9/2016 21:15,Lakeside,CA,Circle,30 minutes,"Circle of multi-colored lights in Lakeside, CA, observed for 30 minutes.",7/15/2016
7/9/2016 21:10,Oldsmar,FL,Cigar,5 minutes,An object that appeared to be on fire passed laterally over open water then rose rapidly into the sky.,7/15/2016
7/9/2016 21:00,Waupun,WI,Light,2 hours,"From the northeast side of the city, looking in the southern sky, a bright light appeared, like a star.But anyone could tell it wasn't",7/15/2016
7/9/2016 21:00,Vancouver,WA,Circle,5 minutes,Saw a black rotating object looking east spinning rotating in place ...a small aircraft flew past object was higher than small plane.,7/15/2016
7/9/2016 21:00,Vancouver,WA,Diamond,5 minutes,Looking eastern direction...11:00. Position... Sky clear..looked up and saw a rotating diamond black gray object stationary..spining..,7/15/2016
7/9/2016 18:45,Crawley (UK/England),,Cigar,1 minute,Black cigar shaped object moving fast on slow mo,9/9/2016
7/9/2016 11:40,Spring,TX,Triangle,1-30 seconds,"Spotted, showed for a few seconds and disappeared into the clouds.",7/15/2016
7/9/2016 10:32,Gray,TN,Teardrop,1 minutes,"Fireball with teardrop shape above it, rose above tree line, hovered briefly then moved horiz. across the sky. ((anonymous report))",7/15/2016
7/9/2016 10:04,Amboy,WA,Unknown,45 seconds,Mysterious lights and noise.,7/15/2016
7/9/2016 7:30,Saint Augustine,FL,Cigar,3-5 minutes,"3 silver cigars moving N/NE over St. Johns County, FL.",7/15/2016
7/9/2016 4:00,Aurora,CO,Changing,4 minutes,Looking up I seen a bright object coming from the S/W towards the N/E.,7/15/2016
7/9/2016 1:30,I-196 at Mile Marker 7,MI,Sphere,2 seconds,As I looked up I saw this object streak across the sky clearly blocking the stars as it went by.,7/15/2016
7/9/2016 0:40,Syracuse,NY,Egg,2 minutes+,Brilliant green light in western sky.,7/15/2016
7/9/2016 0:17,Dearborn,MI,Light,2 minutes,I saw a flickering orange light traveling west to east..I watched it until it disappeared which was approximately two minutes,7/15/2016
7/9/2016 0:00,Mountain View,OK,Light,50 seconds,"Reddish-Orange concentration of light that stood still within the cloud line west of Mountain View, OK",7/15/2016
7/8/2016 0:00,Jasper I,IN,Circle,,"In the North sky, about 15 to 14,000 feet in the air it was round and oranges red half the size of the moon. ((anonymous report))",7/15/2016
7/8/2016 23:50,Ottawa,IL,Light,5 seconds,"(a silent) streak of light, bright white, dropped at aprox. 80 degree angle nothing remarkable about the event, except with in 2 minut",7/15/2016
7/8/2016 23:00,Blackfoot,ID,Light,15 minutes,Dancing like object in sky.,7/15/2016
7/8/2016 22:15,Cape Coral,FL,Formation,15 minutes,It was only 4 lights at first; there were suddenly more of them.,7/15/2016
7/8/2016 22:10,Lauderhill,FL,Flash,1 second,Flash of light traveling south to north. The flash left a trail of light.,7/15/2016
7/8/2016 22:00,Middleton,ID,Light,1 minute,Something hovering with strobing lights.,7/15/2016
7/8/2016 21:30,Lathrop,MO,Circle,10 minutes,White disappearing ball of fire reappeared and then turned black.,7/15/2016
7/8/2016 20:33,Peterborough (UK/England),,Diamond,20 minutes,Diamond craft seen over Cambridgeshire in three separate occasions,7/15/2016
7/8/2016 20:04,Plainfield,IL,Circle,10 seconds,"I was at my neighborhood gazebo located next to a pond, when I saw a bright white light in the sky, it obviously wasn't a plane nor was",7/15/2016
7/8/2016 16:15,Hicksville,NY,Circle,10 seconds,"Large silver reddish circle passes in sky. Planes are not circles, balloons don't move 60 mph with no wind. ((anonymous report))",7/15/2016
7/8/2016 13:00,Penrith (Australia),,Other,30 minutes,"Unidentified Flying ""H-shaped"" object over Penrith, Australia.",8/16/2016
7/8/2016 5:00,Shoreview,MN,Circle,15 seconds,Bright white ball 250 feet above ground surrounded by dense fog. Disappeared after my view was blocked by a tree.,7/15/2016
7/8/2016 1:25,Erlanger,KY,Light,2 minutes,Small blue light observed over the Erlanger/Florence area. ((anonymous report)),7/8/2016
7/8/2016 1:00,Arrow Rock,MO,Flash,90 minutes,White/bluish light bulb flashing strobe lights in rural sky.,7/8/2016
7/8/2016 0:00,Oscoda,MI,Circle,10-12 seconds (3X ),"2 bright orbs over Lake Huron, Oscoda, MI. Dog fight, playing around. anti gravity maneuvers.",7/15/2016
7/8/2016 0:00,New Freedom,PA,Rectangle,20 minutes,"Watching fireworks and saw an unusually large aircraft miles away, about 5 times larger than a plane, and then it stopped...hovered.",7/15/2016
7/7/2016 23:30,Traverse City,MI,Formation,5 minutes,"Soft lights, darting in a very fast pattern.",7/15/2016
7/7/2016 23:08,Henderson,CO,Other,15 seconds,Blue orb. The blue orb came forward and stayed stationary for about 10 sec until descended down for about 5 seconds. The orb then proce,7/8/2016
7/7/2016 23:00,Tulsa,OK,Light,1 hour,"Assumed a bright light was a star until it wobbled, moved back and forth and straight up. ((NUFORC Note: Star? PD))",7/15/2016
7/7/2016 22:03,Oxford,AL,Other,16 minutes,"Our dog began frantically barking, and we walked outside to see three giant glowing dots that changed formation and left a trail.",7/8/2016
7/7/2016 21:47,Laguna Hills,CA,Circle,2:59 seconds,Starlike object observed.,7/15/2016
7/7/2016 21:30,Zachary,LA,Circle,5 to 7 mins,As my husband prepared for work and was leaving he called my name with a since of urgency! I rushed outside and was amazed at what I s,7/15/2016
7/7/2016 21:30,Tucson,AZ,Light,1 minute,"Constellation of 14-30 dim lights, 3 bright blue lights performing maneuvers.",7/15/2016
7/7/2016 21:30,Tucson,AZ,Other,4 minutes,Star-like objects pass over Tucson.,7/8/2016
7/7/2016 21:30,Tucson,AZ,Teardrop,4 minutes,Hundreds of small flickering white lighted objects floating quickly across the sky.,7/15/2016
7/7/2016 20:30,Newark,NJ,Fireball,5 minutes,"Red orange fireball traveling slowly E to W, then dropped and disappeared like it burst apart. No trail left behind it at first.",7/15/2016
7/7/2016 7:37,Centennial,CO,Other,7 seconds,Red Spiral Drone Like Object with Red Lights.,7/8/2016
7/7/2016 4:00,Austin,TX,Unknown,Unknown,3-year old has UFO dream?,7/15/2016
7/7/2016 3:10,Austin,TX,Light,1-20 seconds,"Bright flash of light, no sound, extremely powerful wind gust. ((anonymous report))",7/8/2016
7/7/2016 3:00,Helena,MT,,1 minute,((NUFORC Note: Witness provides no information. PD)),7/15/2016
7/7/2016 0:40,Alameda,CA,Unknown,1 minute (maybe more),Saw green flashing or lightning twice in a minute. I woke up and saw 2 flashes.,7/15/2016
7/6/2016 23:33,Lincoln and Roseville,CA,Circle,20+ minutes,"4 bright lights were seen in the sky above Lincoln, California.",7/8/2016
